question id,question,alternate questions,answer,sme
62699ad83e564150febf19d4,"For Ask Global ID, Does the application/solution use Third party vendors",N/A,Third party vendors Overpayment Tracking System does not use third party vendors,"Maheshwari, Shiti"
62699ad83e564150febf19d4,"For Ask Global ID, Does the application/solution use Subcontractors",N/A,Subcontractors Overpayment Tracking System does not use subcontractors.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Password Information/Registration: Is HealthSafe ID or One Healthcare ID (Optum ID Cloud) being used by users to authenticate?",N/A,Overpayment Tracking System uses RACF – Resource Access Control Facility to authenticate users.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Explain Process: Are password files and application system data stored in different file systems?",N/A,N/A – password files do not exist for Overpayment Tracking System.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Upon logon failure, does an error message describe the cause of the failure to the user (Invalid password, invalid user ID, etc.)?",N/A,Overpayment Tracking System does display an error message upon login failure describing the cause.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Are users’ passwords for this system encrypted in storage and in transmission?",N/A,N/A,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Identify what Secure HASH Algorithm (SHA-1, SHA-2 or SHA-3) salt, or one way HASHs is utilized",N/A,Overpayment Tracking System doesn’t use any such algorithm.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Upon successful logon, does a message indicate the last time of successful logon?",N/A,Overpayment Tracking System does not display a message indicating time of last successful logon.,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Does the Application support SSO?",N/A,Overpayment Tracking System does not support Single Sign On (SSO).,"Maheshwari, Shiti"
62699ad83e564150febf19d0,"For Ask Global ID, Application Access Overview (How are internal UHG employees and/or external employers / members / consumers granted access to the application?)",N/A,Mainframe enterprise level RACF.,"Maheshwari, Shiti"
62699ad83e564150febf19cf,"For Ask Global ID, Is the application considered cloud-based (e.g., managed in a cloud infrastructure) or is it cloud-enabled (supports APIs which enable interaction with cloud-based solutions)?",N/A,Tracking System is not considered cloud-based or cloud-enabled. Overpayment Tracking System is not planning to migrate to the cloud.,"Maheshwari, Shiti"
62699ad83e564150febf19ce,"For Ask Global ID, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Overpayment Tracking System session timeout for inactivity is 15 minutes and the system does require re-authentication.,"Maheshwari, Shiti"
62699ad83e564150febf19ce,"For Ask Global ID, What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Overpayment Tracking System availability is 99.9% for the current year.,"Maheshwari, Shiti"
62699ad83e564150febf19ce,"For Ask Global ID, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: No,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, Who manages this Application?",N/A,Overpayment Tracking System is managed by internal UHG Personnel (e.g. Optum Tech).,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, Date of initial production Implementation",N/A,Overpayment Tracking System was first implemented into the Production environment on 11/16/2010.,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, Is this application being decommissioned? If so, when?",N/A,Overpayment Tracking System is active and is not scheduled to be decommissioned at this time.,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, Is this a:- Mainframe Application- Distributed Application- Internal Facing Web Application- External Facing Web Application-Other",N/A,Overpayment Tracking System is a Mainframe Application.,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, What is the Application’s Orientation?",N/A,Overpayment Tracking System is internal - accessible from UHG internal network only.,"Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, What are the two primary backend systems supporting this Application?",N/A,"Overpayment Tracking System is supported by TOPS, Payment Engine, NDB – Network Database, Claims Highway Repository, and ODAR – Online Downadjust Audit Recovery on the backend","Maheshwari, Shiti"
62699ad83e564150febf19cd,"For Overpayment Tracking System, Are Web Services provided?",N/A,Overpayment Tracking System does not provide Web Services.,"Maheshwari, Shiti"
62698a233e564150febeaa56,"For OptumHealth Bank Ops Web, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,UHG Employees OptumHealth Bank Ops Web does not use Offshore UHG Employees Third Party Vendors OptumHealth Bank Ops Web does not use Offshore Third Party Vendors.,"Anderson, Dirk"
62698a233e564150febeaa56,"For OptumHealth Bank Ops Web, Does the application/solution use Third party vendors",N/A,Third party vendors OptumHealth Bank Ops Web does not use third party vendors.,"Anderson, Dirk"
62698a233e564150febeaa56,"For OptumHealth Bank Ops Web, Does the application/solution use Subcontractors",N/A,Subcontractors OptumHealth Bank Ops Web does not use subcontractors.,"Anderson, Dirk"
62698a233e564150febeaa55,Business Continuity / Disaster Recovery,N/A,"['OptumHealth Bank Ops Web UHGWM110-004660 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: The Disaster Recovery Plan for OptumHealth Bank Ops Web is managed by the Enterprise Response and Resiliency Team.']","Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Testing Software Used for Automated Testing",N/A,"N/A, all testing for OptumHealth Bank Ops Web is currently manual.","Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Development Security Testing Software - Pre Production",N/A,The Development Security Testing Software – Pre-Production used by OptumHealth Bank Ops Web are Fortify and WebInspect.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, End User Access Provisioning System",N/A,The End User Access Provisioning System used by OptumHealth Bank Ops Web is Secure.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Type of DBMS leveraged (Relational, Network, Hierarchical, Flat File, Indexed, Proprietary)",N/A,The type of DBMS used by OptumHealth Bank Ops Web is Indexed.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Programming Language",N/A,OptumHealth Bank Ops Web uses .Net Programming Language.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Application Hardware Platform (Manufacture/Mode)",N/A,The Application Hardware Platform used by OptumHealth Bank Ops Web is VM.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by OptumHealth Bank Ops Web is SQL2016.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,"OptumHealth Bank Ops Web supports IE11, Edge, and Chrome60.","Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Is open source leveraged?",N/A,OptumHealth Bank Ops Web does leverage open source.,"Anderson, Dirk"
62698a233e564150febeaa54,"For OptumHealth Bank Ops Web, Operating System used to support this application? Unix or LinuxWindows Mainframe AS400 Open VMS",N/A,Unix or Linux: YesWindows: YesMainframe: NoAS400: NoOpen VMS: No,"Anderson, Dirk"
62698a233e564150febeaa50,"For OptumHealth Bank Ops Web, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,OptumHealth Bank Ops Web session timeout for inactivity is 5 minutes and the system will require authentication.,"Anderson, Dirk"
62698a233e564150febeaa50,"For OptumHealth Bank Ops Web, How many concurrent users can this Application support?",N/A,OptumHealth Bank Ops Web can support 250+ users.,"Anderson, Dirk"
62698a233e564150febeaa50,"For OptumHealth Bank Ops Web, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: Yes,"Anderson, Dirk"
626988a73e564150febea6d2,"For Optum Quality Management, Major system changes/updates that have taken place in the last 3 years",N/A,Migration from OptumID to One Healthcare ID was 4/2021.,"Baidya, Prasun"
626988a73e564150febea6d0,Business Continuity / Disaster Recovery,N/A,"['Optum Quality Management UHGWM110-021117 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: The Disaster Recovery Plan for Optum Quality Management is managed by the Enterprise Response and Resiliency Team.']","Baidya, Prasun"
626988a73e564150febea6ce,"For Optum Quality Management, Is Production Data used in Test Environment?",N/A,Optum Quality Management does use production data in non-production environments.,"Baidya, Prasun"
626988a73e564150febea6ce,"For Optum Quality Management, Data Classification & Encryption: Identify what Transport Layer Security (TLS) version is utilized",N/A,Optum Quality Management utilizes TLS 1.2 for Data Classification and Encryption.,"Baidya, Prasun"
626988a73e564150febea6ce,"For Optum Quality Management, Is the Application 508 Compliant? (specific to external facing Web Applications, regarding accessibility for disabled users)",N/A,Optum Quality Management is 508 compliant.,"Baidya, Prasun"
626988a73e564150febea6ce,"For Optum Quality Management, Is any customer PHI/PII Data stored offshore?",N/A,Optum Quality Management data is not stored offshore.,"Baidya, Prasun"
626988a73e564150febea6ce,"For Optum Quality Management, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,Optum Quality Management does not store data at rest on mobile devices.,"Baidya, Prasun"
626988a73e564150febea6cc,"For Optum Quality Management, Is the application considered cloud-based (e.g., managed in a cloud infrastructure) or is it cloud-enabled (supports APIs which enable interaction with cloud-based solutions)?",N/A,"Yes, Optum Quality Manager is considered cloud-based. Optum Quality Management is hosted within Azure.","Baidya, Prasun"
626988a73e564150febea6cb,"For Optum Quality Management, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Optum Quality Management session timeout for inactivity is 30 minutes and the system does require re-authentication.,"Baidya, Prasun"
626988a73e564150febea6cb,"For Optum Quality Management, How many concurrent users can this Application support?",N/A,Optum Quality Management can support hundreds of concurrent users. Optum Quality Management can be scaled to accommodate an increase in users.,"Baidya, Prasun"
626988a73e564150febea6cb,"For Optum Quality Management, What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Optum Quality Management availability is 99.0% for the current year.,"Baidya, Prasun"
626988a73e564150febea6cb,"For Optum Quality Management, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: Yes,"Baidya, Prasun"
626836143e564150feb90840,"For Optum Overpayment Management Portal, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,UHG Employees: Optum Overpayment Management Portal uses Offshore UHG Employees. Third Party Vendors: Optum Overpayment Management Portal does not use Offshore Third Party Vendors. Type of work being done by these resources: Optum Overpayment Management Portal has resources working on DevOps.,"Gould, Vincent"
626836143e564150feb90840,"For Optum Overpayment Management Portal, Does the application/solution use Third party vendors",N/A,Optum Overpayment Management Portal does not use third party vendors,"Gould, Vincent"
626836143e564150feb90840,"For Optum Overpayment Management Portal, Does the application/solution use Subcontractors",N/A,Optum Overpayment Management Portal does not use subcontractors,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Source Code Version Control Software",N/A,The Source Code Version Control Software used by Optum Overpayment Management Portal is GitHub Enterprise.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Development Security Testing Software - Pre Production",N/A,The Development Security Testing Software – Pre-Production used by Optum Overpayment Management Portal is Fortify.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, End User Access Provisioning System",N/A,The End User Access Provisioning System used by Optum Overpayment Management Portal is Safari Provisioning.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Type of DBMS leveraged (Relational, Network, Hierarchical, Flat File, Indexed, Proprietary)",N/A,The type of DBMS used by Optum Overpayment Management Portal is Relational.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Programming Language",N/A,Optum Overpayment Management Portal uses C# .Net Framework Programming Language.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Application Hardware Platform (Manufacture/Mode)",N/A,"The Application Hardware Platforms used by Optum Overpayment Management Portal are VMWare, F5 Load Balancers.","Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by Optum Overpayment Management Portal is SQL Server 2019.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,"Optum Overpayment Management Portal supports IE, Chrome, and Safari.","Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Program Management Software (i.e. Endevor, Apache Subversion, Git)",N/A,"Optum Overpayment Management Portal uses Azure, DevOps Server Version 17.143.28621.4 Application Program Management Software.","Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Is open source leveraged?",N/A,Optum Overpayment Management Portal does not leverage open source.,"Gould, Vincent"
626836143e564150feb9083f,"For Optum Overpayment Management Portal, Operating System used to support this application? Unix or LinuxWindows Mainframe AS400 Open VMS",N/A,Unix or Linux: NoWindows: YesMainframe: NoAS400: NoOpen VMS: No,"Gould, Vincent"
626836143e564150feb9083e,"For Optum Overpayment Management Portal, Is Production Data used in Test Environment?",N/A,Optum Overpayment Management Portal does not use production data in non-production environments.,"Gould, Vincent"
626836143e564150feb9083e,"For Optum Overpayment Management Portal, Data Classification & Encryption: Identify what Transport Layer Security (TLS) version is utilized",N/A,Optum Overpayment Management Portal utilizes TLS 1.2 for Data Classification and Encryption.,"Gould, Vincent"
626836143e564150feb9083e,"For Optum Overpayment Management Portal, Is the Application 508 Compliant? (specific to external facing Web Applications, regarding accessibility for disabled users)",N/A,Optum Overpayment Management Portal is not 508 compliant.,"Gould, Vincent"
626836143e564150feb9083e,"For Optum Overpayment Management Portal, Is any customer PHI/PII Data stored offshore?",N/A,Optum Overpayment Management Portal data is not stored offshore.,"Gould, Vincent"
626836143e564150feb9083e,"For Optum Overpayment Management Portal, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,Optum Overpayment Management Portal does not store data at rest on mobile devices.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Password Information/Registration: Is HealthSafe ID or One Healthcare ID (Optum ID Cloud) being used by users to authenticate?",N/A,Optum Overpayment Management Portal uses Active Directory to authenticate users.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Explain Process: Are password files and application system data stored in different file systems?",N/A,Optum Overpayment Management Portal does store password files and application system data in separate file systems.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Upon logon failure, does an error message describe the cause of the failure to the user (Invalid password, invalid user ID, etc.)?",N/A,Optum Overpayment Management Portal does display an error message upon login failure describing the cause.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Are users’ passwords for this system encrypted in storage and in transmission?",N/A,Optum Overpayment Management Portal does encrypt users’ passwords in storage and in transmission.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Identify what Secure HASH Algorithm (SHA-1, SHA-2 or SHA-3) salt, or one way HASHs is utilized",N/A,Optum Overpayment Management Portal uses SHA-2.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Upon successful logon, does a message indicate the last time of successful logon?",N/A,Optum Overpayment Management Portal does not display a message indicating time of last successful logon.,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Does the Application support SSO?",N/A,Optum Overpayment Management Portal does not support Single Sign On (SSO).,"Gould, Vincent"
626836143e564150feb9083d,"For Optum Overpayment Management Portal, Application Access Overview (How are internal UHG employees and/or external employers / members / consumers granted access to the application?)",N/A,Optum Overpayment Management Portal access is managed via Secure.,"Gould, Vincent"
626836143e564150feb9083c,"For Optum Overpayment Management Portal, Is the application considered cloud-based (e.g., managed in a cloud infrastructure) or is it cloud-enabled (supports APIs which enable interaction with cloud-based solutions)?",N/A,Optum Overpayment Management Portal is not considered cloud-based or cloud-enabled. Optum Overpayment Management Portal is not planning to migrate to the cloud.,"Gould, Vincent"
626836143e564150feb9083b,"For Optum Overpayment Management Portal, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Optum Overpayment Management Portal session timeout for inactivity is 15 minutes and the system does not require re-authentication.,"Gould, Vincent"
626836143e564150feb9083b,"For Optum Overpayment Management Portal, How many concurrent users can this Application support?",N/A,Optum Overpayment Management Portal can support 400 concurrent users.,"Gould, Vincent"
626836143e564150feb9083b,"For Optum Overpayment Management Portal, What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Optum Overpayment Management Portal availability is 99.99% for the current year.,"Gould, Vincent"
626836143e564150feb9083b,"For Optum Overpayment Management Portal, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: No,"Gould, Vincent"
62682c0f3e564150feb7a7e0,"For Government Programs Digital, Major system changes/updates that have taken place in the last 3 years",N/A,"Change from JBoss to OpenShift and to Azure cloud Change from Oracle to MySql, from MYSQL and Cassandra Most recent update was on 7/28/2021 Migrated from Openshift to Azure cloud 2021.","Hamid, Syed"
62682c0f3e564150feb7a7df,"For Government Programs Digital, a. Are Offshore Resources (Employees and/or third party vendors) used?- UHG Employees- Third Party Vendors- Type of work being done by these resources",N/A,"UHG Employees: Government Programs Digital uses Offshore UHG Employees Third Party Vendors: Government Programs Digital uses Offshore Third Party VendorsType of work being done by these resources: Government Programs Digital has resources working on development, QA and production support.","Hamid, Syed"
62682c0f3e564150feb7a7df,"For Government Programs Digital, Does the application/solution use Third party vendors",N/A,Government Programs Digital uses third party vendors.,"Hamid, Syed"
62682c0f3e564150feb7a7df,"For Government Programs Digital, Does the application/solution use Subcontractors",N/A,Government Programs Digital does not use subcontractors.,"Hamid, Syed"
62682c0f3e564150feb7a7de,Business Continuity / Disaster Recovery,N/A,"['Government Programs Digital UHGWM110-001171 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: The Disaster Recovery Plan for Government Programs Digital is managed by the Enterprise Response and Resiliency Team']","Hamid, Syed"
62682c0f3e564150feb7a7dc,"For Government Programs Digital, Is Production Data used in Test Environment?",N/A,Government Programs Digital does not use production data in non-production environments.,"Hamid, Syed"
62682c0f3e564150feb7a7dc,"For Government Programs Digital, Data Classification & Encryption: Identify what Transport Layer Security (TLS) version is utilized",N/A,Government Programs Digital utilizes TLS 1.2 for Data Classification and Encryption.,"Hamid, Syed"
62682c0f3e564150feb7a7dc,"For Government Programs Digital, Is the Application 508 Compliant? (specific to external facing Web Applications, regarding accessibility for disabled users)",N/A,Government Programs Digital is 508 compliant.,"Hamid, Syed"
62682c0f3e564150feb7a7dc,"For Government Programs Digital, Is any customer PHI/PII Data stored offshore?",N/A,Government Programs Digital data is not stored offshore.,"Hamid, Syed"
62682c0f3e564150feb7a7dc,"For Government Programs Digital, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,Government Programs Digital does not store data at rest on mobile devices.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Password Information/Registration: Is HealthSafe ID or One Healthcare ID (Optum ID Cloud) being used by users to authenticate?",N/A,Government Programs Digital uses One Healthcare ID to authenticate Guest users.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Explain Process: Are password files and application system data stored in different file systems?",N/A,Government Programs Digital does not store password files and application system data in separate file systems.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Upon logon failure, does an error message describe the cause of the failure to the user (Invalid password, invalid user ID, etc.)?",N/A,Government Programs Digital does display an error message upon login failure describing the cause.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Are users’ passwords for this system encrypted in storage and in transmission?",N/A,Government Programs Digital does encrypt users’ passwords in One Healthcare ID DB and in transmission.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Identify what Secure HASH Algorithm (SHA-1, SHA-2 or SHA-3) salt, or one way HASHs is utilized",N/A,Government Programs Digital uses SHA-2.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Upon successful logon, does a message indicate the last time of successful logon?",N/A,N/A – this is handled by One Healthcare ID.,"Hamid, Syed"
62682c0f3e564150feb7a7db,"For Government Programs Digital, Application Access Overview (How are internal UHG employees and/or external employers / members / consumers granted access to the application?)",N/A,Access is managed through One Healthcare ID user provisioning process.,"Hamid, Syed"
62682c0f3e564150feb7a7da,"For Government Programs Digital, Is the application considered cloud-based (e.g., managed in a cloud infrastructure) or is it cloud-enabled (supports APIs which enable interaction with cloud-based solutions)?",N/A,Government Programs Digital is hybrid cloud-enabled.,"Hamid, Syed"
62682c0f3e564150feb7a7da,"For Government Programs Digital, If the Application is NOT cloud-based or cloud enabledIs there a plan to migrate to cloud? If yes, when? Do you know what cloud platform?",N/A,Government Programs Digital is hybrid cloud-enabled.Government Programs Digital is planning to partially migrate to the cloud. Government Programs Digital will migrate to cloud by end of Q2 2022.,"Hamid, Syed"
62682c0f3e564150feb7a7d9,"For Government Programs Digital, What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Government Programs Digital session timeout for inactivity is 30 minutes and the system does require re-authentication.,"Hamid, Syed"
62682c0f3e564150feb7a7d9,"For Government Programs Digital, How many concurrent users can this Application support?",N/A,"Government Programs Digital can support 1,000 concurrent users. Does have offline production environment for scaling up the environment to 2X capacity.","Hamid, Syed"
62682c0f3e564150feb7a7d9,"For Government Programs Digital, What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Government Programs Digital availability is 99.99% for the current year.,"Hamid, Syed"
62682c0f3e564150feb7a7d9,"For Government Programs Digital, Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: No,"Hamid, Syed"
62682a683e564150feb7a724,"For Global Intelligence Center (UHC Global), What is the Application’s timeout for inactivity? (I.e., 30 minutes, 15 minutes) Does it require re-authentication?",N/A,Global Intelligence Center (UHC Global) session timeout for inactivity is 30 and the system does require re-authentication.,"Mcgowan, Mary J"
62682a683e564150feb7a724,"For Global Intelligence Center (UHC Global), How many concurrent users can this Application support?",N/A,Global Intelligence Center (UHC Global) can support ~ 50-100 concurrent users.,"Mcgowan, Mary J"
62682a683e564150feb7a724,"For Global Intelligence Center (UHC Global), What is the Application availability or uptime (ex 99.9 percent) for the current year?",N/A,Global Intelligence Center (UHC Global) availability is 99.9% for the current year.,"Mcgowan, Mary J"
62682a683e564150feb7a724,"For Global Intelligence Center (UHC Global), Is Application Access limited by:Time of Day Physical LocationNetwork Subnet",N/A,Physical: NoTime of day: NoNetwork Subnet: No,"Mcgowan, Mary J"
626828ad3e564150feb79fa1,Business Continuity / Disaster Recovery,N/A,"['Optum Consulting Prospective Payment System Services UHGWM110-015429 Is Disaster Recovery Plan managed by Enterprise Response and Resiliency Team? If not managed by Enterprise, please identify Disaster Recovery Solution DR Test Dates RPO: RTO: The Disaster Recovery Plan for Optum Consulting Prospective Payment System Services is not managed by the Enterprise Response and Resiliency Team.']","Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, End User Access Provisioning System",N/A,The End User Access Provisioning System used by Optum Consulting Prospective Payment System Services is Secure.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Type of DBMS leveraged (Relational, Network, Hierarchical, Flat File, Indexed, Proprietary)",N/A,The type of DBMS used by Optum Consulting Prospective Payment System Services is Flat File,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Application Hardware Platform (Manufacture/Mode)",N/A,The Application Hardware Platform(s) used by Optum Consulting Prospective Payment System Services is a VM.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Database Management Software (i.e. DB29.7 oracle 11g, SQL 2014)",N/A,The Application Database Management Software used by Optum Consulting Prospective Payment System Services is MS SQL Server.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, If Internal facing Web Application or External facing Web Application, what browsers does the Application support? (i.e. Safari 5/1, Chrome 23.0 and newer, etc.)",N/A,Optum Consulting Prospective Payment System Services supports Chrome and IE.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Program Management Software (i.e. Endevor, Apache Subversion, Git)",N/A,Optum Consulting Prospective Payment System Services does not use an Application Program Management Software.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Is open source leveraged?",N/A,Optum Consulting Prospective Payment System Services does leverage open source.,"Feller, Peter T"
626828ad3e564150feb79fa0,"For Optum Consulting Prospective Payment System Services, Operating System used to support this application? Unix or LinuxWindows Mainframe AS400 Open VMS",N/A,Unix or Linux: NoWindows: YesMainframe: NoAS400: NoOpen VMS:,"Feller, Peter T"
626828ad3e564150feb79f9f,"For Optum Consulting Prospective Payment System Services, Is Production Data used in Test Environment?",N/A,Optum Consulting Prospective Payment System Services does not use production data in non-production environments.,"Feller, Peter T"
626828ad3e564150feb79f9f,"For Optum Consulting Prospective Payment System Services, Is any customer PHI/PII Data stored offshore?",N/A,Optum Consulting Prospective Payment System Services data is not stored offshore.,"Feller, Peter T"
626828ad3e564150feb79f9f,"For Optum Consulting Prospective Payment System Services, Does the application store data at rest on any mobile devices, including the smartphone?",N/A,Optum Consulting Prospective Payment System Services does not store data at rest on mobile devices.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Password Information/Registration: Is HealthSafe ID or One Healthcare ID (Optum ID Cloud) being used by users to authenticate?",N/A,Optum Consulting Prospective Payment System Services uses Global Self Service to authenticate users.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Explain Process: Are password files and application system data stored in different file systems?",N/A,Optum Consulting Prospective Payment System Services does not store password files and application system data in separate file systems.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Upon logon failure, does an error message describe the cause of the failure to the user (Invalid password, invalid user ID, etc.)?",N/A,Optum Consulting Prospective Payment System Services does display an error message upon login failure describing the cause.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Are users’ passwords for this system encrypted in storage and in transmission?",N/A,Optum Consulting Prospective Payment System Services does not encrypt users’ passwords in storage and in transmission.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Upon successful logon, does a message indicate the last time of successful logon?",N/A,Optum Consulting Prospective Payment System Services does not display a message indicating time of last successful logon.,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Does the Application support SSO?",N/A,Optum Consulting Prospective Payment System Services supports Single Sign On (SSO).,"Feller, Peter T"
626828ad3e564150feb79f9e,"For Optum Consulting Prospective Payment System Services, Application Access Overview (How are internal UHG employees and/or external employers / members / consumers granted access to the application?)",N/A,Access to Optum Consulting Prospective Payment System Services is granted via a Secure Request to the PPSAnalytics Global Group.,"Feller, Peter T"
